Continue.keys, Continue.rt, instructions_response.keys, instructions_response.rt, repeat_response.keys, repeat_response.rt, key_resp_3.keys, key_resp_3.rt, key_resp_5.keys, key_resp_5.rt, key_resp_2.keys, key_resp_2.rt, key_resp_4.keys, key_resp_4.rt, Trials_response.keys, Trials_response.corr, Trials_response.rt, Block_Continue.keys, Block_Continue.rt, Image, instructions_1_loop.thisRepN, instructions_1_loop.thisTrialN, instructions_1_loop.thisN, instructions_1_loop.thisIndex, instructions_2_repeat.thisRepN, instructions_2_repeat.thisTrialN, instructions_2_repeat.thisN, instructions_2_repeat.thisIndex, stim, prompt, answer, trials_2.thisRepN, trials_2.thisTrialN, trials_2.thisN, trials_2.thisIndex, stim, prompt, answer, trials.thisRepN, trials.thisTrialN, trials.thisN, trials.thisIndex, participant, date, expName, frameRate
space, 1.17, space, 5.187999999999999, , , , , , , , , , , , , , , , Slide15.JPG, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , 9495124, Wed Oct 04 2017 10:12:39 GMT-0400 (Eastern Standard Time), Road_Intersection, 60
, , space, 6.672000000000001, , , , , , , , , , , , , , , , Slide16.JPG, 0, 1, 1, 1, , , , , , , , , , , , , , , , , , , 9495124, Wed Oct 04 2017 10:12:39 GMT-0400 (Eastern Standard Time), Road_Intersection, 60
, , space, 3.253, , , , , , , , , , , , , , , , Slide17.JPG, 0, 2, 2, 2, , , , , , , , , , , , , , , , , , , 9495124, Wed Oct 04 2017 10:12:39 GMT-0400 (Eastern Standard Time), Road_Intersection, 60
, , space, 2.134999999999998, , , , , , , , , , , , , , , , Slide18.JPG, 0, 3, 3, 3, , , , , , , , , , , , , , , , , , , 9495124, Wed Oct 04 2017 10:12:39 GMT-0400 (Eastern Standard Time), Road_Intersection, 60
, , space, 8.008000000000003, , , , , , , , , , , , , , , , Slide19.JPG, 0, 4, 4, 4, , , , , , , , , , , , , , , , , , , 9495124, Wed Oct 04 2017 10:12:39 GMT-0400 (Eastern Standard Time), Road_Intersection, 60
, , space, 6.507000000000005, , , , , , , , , , , , , , , , Slide20.JPG, 0, 5, 5, 5, , , , , , , , , , , , , , , , , , , 9495124, Wed Oct 04 2017 10:12:39 GMT-0400 (Eastern Standard Time), Road_Intersection, 60
, , space, 5.188000000000002, , , , , , , , , , , , , , , , Slide21.JPG, 0, 6, 6, 6, , , , , , , , , , , , , , , , , , , 9495124, Wed Oct 04 2017 10:12:39 GMT-0400 (Eastern Standard Time), Road_Intersection, 60
, , space, 7.189999999999998, , , , , , , , , , , , , , , , Slide22.JPG, 0, 7, 7, 7, , , , , , , , , , , , , , , , , , , 9495124, Wed Oct 04 2017 10:12:39 GMT-0400 (Eastern Standard Time), Road_Intersection, 60
, , space, 10.343000000000004, , , , , , , , , , , , , , , , Slide23.JPG, 0, 8, 8, 8, , , , , , , , , , , , , , , , , , , 9495124, Wed Oct 04 2017 10:12:39 GMT-0400 (Eastern Standard Time), Road_Intersection, 60
, , space, 2.451999999999998, , , , , , , , , , , , , , , , Slide24.JPG, 0, 9, 9, 9, , , , , , , , , , , , , , , , , , , 9495124, Wed Oct 04 2017 10:12:39 GMT-0400 (Eastern Standard Time), Road_Intersection, 60
