Continue.keys, Continue.rt, instructions_response.keys, instructions_response.rt, repeat_response.keys, repeat_response.rt, key_resp_3.keys, key_resp_3.rt, key_resp_5.keys, key_resp_5.rt, key_resp_2.keys, key_resp_2.rt, key_resp_4.keys, key_resp_4.rt, Trials_response.keys, Trials_response.corr, Trials_response.rt, Block_Continue.keys, Block_Continue.rt, Image, instructions_1_loop.thisRepN, instructions_1_loop.thisTrialN, instructions_1_loop.thisN, instructions_1_loop.thisIndex, instructions_2_repeat.thisRepN, instructions_2_repeat.thisTrialN, instructions_2_repeat.thisN, instructions_2_repeat.thisIndex, stim, prompt, answer, trials_2.thisRepN, trials_2.thisTrialN, trials_2.thisN, trials_2.thisIndex, stim, prompt, answer, trials.thisRepN, trials.thisTrialN, trials.thisN, trials.thisIndex, participant, date, expName, frameRate
space, 0.6360000000000001, space, 3.401, , , , , , , , , , , , , , , , Slide1.JPG, 0, 0, 0, 0, , , , , , , , , , , , , , , , , , , 36148861, Sun Aug 20 2017 10:21:10 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , space, 25.923, , , , , , , , , , , , , , , , Slide2.JPG, 0, 1, 1, 1, , , , , , , , , , , , , , , , , , , 36148861, Sun Aug 20 2017 10:21:10 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , space, 13.253, , , , , , , , , , , , , , , , Slide3.JPG, 0, 2, 2, 2, , , , , , , , , , , , , , , , , , , 36148861, Sun Aug 20 2017 10:21:10 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , space, 0.9529999999999959, , , , , , , , , , , , , , , , Slide4.JPG, 0, 3, 3, 3, , , , , , , , , , , , , , , , , , , 36148861, Sun Aug 20 2017 10:21:10 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , space, 12.354000000000006, , , , , , , , , , , , , , , , Slide5.JPG, 0, 4, 4, 4, , , , , , , , , , , , , , , , , , , 36148861, Sun Aug 20 2017 10:21:10 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , space, 17.161, , , , , , , , , , , , , , , , Slide6.JPG, 0, 5, 5, 5, , , , , , , , , , , , , , , , , , , 36148861, Sun Aug 20 2017 10:21:10 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , space, 12.891000000000005, , , , , , , , , , , , , , , , Slide7.JPG, 0, 6, 6, 6, , , , , , , , , , , , , , , , , , , 36148861, Sun Aug 20 2017 10:21:10 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , space, 9.15400000000001, , , , , , , , , , , , , , , , Slide8.JPG, 0, 7, 7, 7, , , , , , , , , , , , , , , , , , , 36148861, Sun Aug 20 2017 10:21:10 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , space, 6.061999999999998, , , , , , , , , , , , , , , , Slide9.JPG, 0, 8, 8, 8, , , , , , , , , , , , , , , , , , , 36148861, Sun Aug 20 2017 10:21:10 GMT-0400 (EDT), Ultimate_Frisbee, 60
, , space, 3.862000000000009, , , , , , , , , , , , , , , , Slide10.JPG, 0, 9, 9, 9, , , , , , , , , , , , , , , , , , , 36148861, Sun Aug 20 2017 10:21:10 GMT-0400 (EDT), Ultimate_Frisbee, 60
